"VAR","Variable","UNIT","Unit","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1974","1974",1.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1975","1975",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1976","1976",1.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1977","1977",1.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1978","1978",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1979","1979",1.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1980","1980",1.2,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1981","1981",1.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1982","1982",1.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1983","1983",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1984","1984",1.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1985","1985",1.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1986","1986",1.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1987","1987",1.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1988","1988",1.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1989","1989",1.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1990","1990",1.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1991","1991",1.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1992","1992",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1993","1993",1.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1994","1994",1.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1995","1995",1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1996","1996",1.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1997","1997",0.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1998","1998",1.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","1999","1999",0.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2000","2000",0.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2001","2001",1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2002","2002",0.9,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2003","2003",0.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2004","2004",0.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2005","2005",0.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2006","2006",0.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2007","2007",0.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2008","2008",0.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2009","2009",0.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2010","2010",0.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2011","2011",0.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2012","2012",0.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","AUT","Austria","2013","2013",0.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1960","1960",0.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1961","1961",0.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1962","1962",0.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1963","1963",0.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1964","1964",0.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1965","1965",0.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1966","1966",0.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1967","1967",0.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1968","1968",0.9,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1969","1969",0.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1970","1970",1.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1971","1971",1.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1972","1972",1.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1973","1973",1.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1974","1974",1.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1975","1975",0.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1976","1976",1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1977","1977",0.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1978","1978",1.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1979","1979",1.6,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1980","1980",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1981","1981",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1982","1982",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1983","1983",1.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1984","1984",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1985","1985",2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1986","1986",2.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1987","1987",1.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1988","1988",1.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1989","1989",1.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1990","1990",1.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1991","1991",1.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1992","1992",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1993","1993",2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1994","1994",1.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1995","1995",1.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1996","1996",2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1997","1997",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1998","1998",2,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","1999","1999",2.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2000","2000",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2001","2001",1.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2002","2002",1.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2003","2003",1.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2004","2004",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2005","2005",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2006","2006",1.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2007","2007",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2008","2008",1.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2009","2009",1.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2010","2010",1.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2011","2011",1.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","BEL","Belgium","2012","2012",1.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1960","1960",1.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1961","1961",1.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1962","1962",1.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1963","1963",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1964","1964",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1965","1965",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1966","1966",1.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1967","1967",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1968","1968",1.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1969","1969",2,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1970","1970",2.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1971","1971",2.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1972","1972",2.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1973","1973",2.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1974","1974",2.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1975","1975",2.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1976","1976",2.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1977","1977",2.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1978","1978",2.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1979","1979",2.4,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1980","1980",2.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1981","1981",2.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1982","1982",2.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1983","1983",2.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1984","1984",2.3,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1985","1985",2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1986","1986",2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1987","1987",2.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1988","1988",1.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1989","1989",2.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1990","1990",2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1991","1991",2.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1992","1992",2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1993","1993",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1994","1994",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1995","1995",1.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1996","1996",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1997","1997",1.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1998","1998",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","1999","1999",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2000","2000",1.5,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2001","2001",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2002","2002",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2003","2003",1.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2004","2004",1.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2005","2005",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2006","2006",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2007","2007",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2008","2008",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2009","2009",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2010","2010",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CAN","Canada","2011","2011",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1986","1986",1.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1987","1987",1.1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1988","1988",0.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1989","1989",1,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1990","1990",2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1991","1991",1.9,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1992","1992",2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1993","1993",2.2,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1994","1994",2.3,"B","Break"
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1995","1995",1.8,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1996","1996",1.7,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1997","1997",1.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1998","1998",1.6,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","1999","1999",1.4,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2000","2000",1.5,,
"CICDHOCD","- Assault","TXCMILTX","Deaths per 100 000 population (standardised rates)","CZE","Czech Republic","2001","2001",1.3,,
