"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"December 31, 2016","New Mexico",Roswell,"W Berrendo Rd",2,0,N/A
"December 31, 2016",Tennessee,Memphis,"Saxon Ave and Cummings St",1,0,N/A
"December 31, 2016",Missouri,"Saint Louis","4400 block of S Spring Ave",2,0,N/A
"December 31, 2016",Mississippi,Pelahatchie,N/A,1,0,N/A
"December 31, 2016",Oklahoma,Claremore,"Thomas Dr",1,1,N/A
"December 31, 2016",Missouri,"Kansas City","Gregory Blvd and College Ave",1,0,N/A
"December 31, 2016",Georgia,Jonesboro,"8970 Thomas Rd",1,0,N/A
"December 31, 2016",Louisiana,Ruston,"105 East Texas Avenue",1,0,N/A
"December 31, 2016",Montana,Columbus,"E 1st Ave N and E 2nd Ave N",1,0,N/A
"December 31, 2016",Oklahoma,Norman,"1800 Block of Virginia St",1,0,N/A
"December 31, 2016",Washington,"Federal Way","32100 block of 46th Pl SW",1,0,N/A
"December 30, 2016",Florida,Miami,"10101 W Indigo St",1,0,N/A
"December 30, 2016","South Carolina","North Charleston","Iris St",1,0,N/A
"December 30, 2016","New Jersey",Newark,"300 Block of S 11th St",1,0,N/A
"December 30, 2016",Nevada,"Las Vegas","Lake Mead Blvd and Losee Rd",1,0,N/A
"December 30, 2016",California,"Sacramento (Fruitridge)","5500 block of Enrico Boulevard",1,0,N/A
"December 30, 2016",Georgia,"Webster (county)",N/A,1,0,N/A
"December 30, 2016",Texas,Houston,"9350 Country Creek St",1,0,N/A
"December 30, 2016",Wisconsin,Milwaukee,"6th St and Chambers St",1,0,N/A
"December 30, 2016",Alabama,Montgomery,"100 block of Longbrook Drive",2,2,N/A
"December 30, 2016",Florida,Jacksonville,"5700 block of Holly Bell Dr",1,0,N/A
"December 30, 2016",Connecticut,Wallingford,"95 S Turnpike Road",2,2,N/A
"December 30, 2016","North Carolina",Greenville,"122 Concord Dr",1,0,N/A
"December 30, 2016",Alaska,Ketchikan,"N Tongass Hwy",1,0,N/A
"December 30, 2016",Florida,Orlando,"4728 Walden Circle",1,0,N/A
"December 30, 2016",Illinois,Chicago,"8100 block of S Bishop",1,0,N/A
"December 30, 2016",California,Oakland,"77th Avenue and Garfield Avenues",1,0,N/A
"December 30, 2016",Missouri,"Liberty (Pleasant Valley)",N/A,1,0,N/A
"December 30, 2016",Arizona,Phoenix,"12th Street and Northern Ave",1,0,N/A
"December 30, 2016",Tennessee,Memphis,"Powell Avenue and Holmes Street",1,0,N/A
"December 30, 2016",Texas,Friendswood,"19100 Glenwest Drive",1,0,N/A
"December 30, 2016","New York",Bronx,"300 E 170th",1,0,N/A
"December 30, 2016","South Carolina","Mc Clellanville (Mcclellanville)","824 Burgin Road",1,0,N/A
"December 30, 2016",Pennsylvania,Hesston,"Seven Points Roads and Bakers Hollow Road",2,0,N/A
"December 30, 2016",Maryland,"Capitol Heights","White Pearl Place and Pepper Mill Rd",1,0,N/A
"December 30, 2016",Texas,Houston,"Richelieu Lane and Oak Forest Drive",3,0,N/A
"December 30, 2016",Utah,Ogden,"27th St and Adams Ave",1,0,N/A
"December 30, 2016",Georgia,Lincolnton,"Nethania Farm Road",1,0,N/A
"December 30, 2016","South Carolina",Hampton,"107 Lanes Loop",1,0,N/A
"December 30, 2016",Virginia,Gladys,"8000 block of Red House Rd",1,0,N/A
"December 30, 2016",Mississippi,Natchez,"Triumph Lane",1,0,N/A
"December 30, 2016",Illinois,Chicago,"8200 block of South Ingleside",1,1,N/A
"December 30, 2016",Illinois,Belleville,"2913 West Blvd",1,0,N/A
"December 30, 2016",Wisconsin,"Milwaukee (West Allis)","S. 94th St. and W. Schlinger Ave",2,0,N/A
"December 30, 2016",Indiana,Indianapolis,"5845 Rockville Road",1,0,N/A
"December 30, 2016",Tennessee,Antioch,"100 Chimney Top Drive",1,0,N/A
"December 30, 2016",Texas,Killeen,"North 22nd Street and Parmer Avenue",1,0,N/A
"December 30, 2016",Mississippi,Meridian,"803 29th St",1,0,N/A
"December 30, 2016",Texas,Houston,"Deering Drive",1,0,N/A
"December 30, 2016",Texas,"San Antonio","400 block of Nash Boulevard",1,1,N/A
"December 30, 2016",Pennsylvania,Butler,"10th St",1,0,N/A
"December 30, 2016",Pennsylvania,Williamsport,"2000 block of Boyd St",1,0,N/A
"December 30, 2016",Texas,"San Antonio","4243 W Commerce St",1,0,N/A
"December 30, 2016",Illinois,Chicago,"4800 block of West Ferdinand Street",1,0,N/A
"December 30, 2016",Texas,"Fort Worth","3600 block of Middlewood Drive",1,0,N/A
"December 29, 2016",Pennsylvania,Clarksville,"120 North St",1,0,N/A
"December 29, 2016",California,"San Francisco","211 Valencia Street",1,0,N/A
"December 29, 2016",California,"San Francisco","240 Golden Gate Avenue",1,1,N/A
"December 29, 2016",Maryland,Chestertown,"200 block of Edmore Road",1,1,N/A
"December 29, 2016",Texas,"Round Rock","Hunters Lodge Drive and Indian Oaks",2,0,N/A
"December 29, 2016",Kansas,Wichita,"5400 E 21st St",1,0,N/A
"December 29, 2016",Texas,Austin,"12907 Quinn Trail",1,0,N/A
"December 29, 2016",Colorado,Englewood,"3151 W Girard Ave",1,0,N/A
"December 29, 2016","North Carolina",Raleigh,"2900 block of Capital Blvd",1,0,N/A
"December 29, 2016",Georgia,"Atlanta (Chamblee)","4050 Buford Highway",1,0,N/A
"December 29, 2016",Indiana,Indianapolis,"7600 block of Little John Drive",1,0,N/A
"December 29, 2016",Michigan,Saginaw,"Casmir and Norman",1,0,N/A
"December 29, 2016",Illinois,"East Peoria","809 Springfield Road",1,1,N/A
"December 29, 2016",Indiana,Indianapolis,"100 block of West 29th St",1,0,N/A
"December 29, 2016",Texas,"Port Arthur","3801 Highway 73",1,0,N/A
"December 29, 2016",Missouri,"Kansas City","4801 Main Street",1,0,N/A
"December 29, 2016",Louisiana,"New Orleans","100 block of Cypress Grove Court",1,1,N/A
"December 29, 2016","New Jersey",Plainfield,"1013 East 2nd Street",1,0,N/A
"December 29, 2016",Michigan,"Muskegon (Norton Shores)","Norton Avenue and Henry Street",1,0,N/A
"December 29, 2016",Michigan,Detroit,"14000 block of Fordham",1,0,N/A
"December 29, 2016",Missouri,"O Fallon","801 Belleau Creek Road",1,0,N/A
"December 29, 2016",Mississippi,"Macon (Prairie Point)","Buggs Ferry Road",1,0,N/A
"December 29, 2016",Mississippi,"Leake (county)","Midway Road",1,0,N/A
"December 29, 2016",Kentucky,Lexington,"780 Faulkner Avenue",1,0,N/A
"December 29, 2016",Ohio,Cleveland,"4900 block of Biddulph Road",1,0,N/A
"December 29, 2016",Tennessee,Memphis,"Vance Avenue and Lauderdale Street",1,0,N/A
"December 29, 2016",Missouri,"Saint Louis","4000 block of Delmar Blvd",1,0,N/A
"December 29, 2016",Indiana,Indianapolis,"8055 Bash Street",1,0,N/A
"December 29, 2016",Tennessee,Ooltewah,"3900 block of Niles Terrace",1,0,N/A
"December 29, 2016",Florida,"Delray Beach","1041 South Congress Avenue",1,0,N/A
"December 29, 2016",Louisiana,"Baton Rouge","1828 N Foster Dr",1,1,N/A
"December 29, 2016",Maryland,"Capitol Heights","3900 block of Byers Street",1,0,N/A
"December 29, 2016",Pennsylvania,Harrisburg,"1601 Sycamore St",1,0,N/A
"December 29, 2016",Georgia,"Atlanta (College Park)","1100 block of Kristen Cove",1,0,N/A
"December 29, 2016",Utah,"Salt Lake City","500 South Chipeta Way",2,0,N/A
"December 28, 2016",Louisiana,Monroe,"Saint John Street",1,0,N/A
"December 28, 2016",Idaho,Gooding,N/A,1,0,N/A
"December 28, 2016",Alabama,Mobile,"Hartsfield Way South",1,0,N/A
"December 28, 2016",Virginia,Petersburg,"Terrace Ave",1,0,N/A
"December 28, 2016",Ohio,Dayton,"1200 block of Windsor Avenue",1,0,N/A
"December 28, 2016",Georgia,Columbus,"2914 10th Street",1,4,N/A
"December 28, 2016",Florida,"Fort Lauderdale (Dania Beach)","200 block of NW Ninth Avenue",1,2,N/A
"December 28, 2016",Florida,Crestview,"Red Fern Road",1,0,N/A
"December 28, 2016","North Carolina",Burlington,"1012 S Main Street",1,0,N/A
"December 28, 2016",Louisiana,Sterlington,"101 Lighthouse Lane",1,0,N/A
"December 28, 2016",Louisiana,"New Orleans","2300 block of A. P. Tureaud",1,2,N/A
"December 28, 2016",Illinois,Chicago,"6200 block of South Indiana",1,0,N/A
"December 28, 2016",Florida,"Tampa (Temple Terrace)","11500 Summit West",1,1,N/A
"December 28, 2016",Virginia,"Newport News","1200 block of 21st Street",2,0,N/A
"December 28, 2016",California,Oakland,"1100 block of 62nd Street",1,0,N/A
"December 28, 2016",California,Oakland,"900 block of 21st Street",1,0,N/A
"December 28, 2016",Arkansas,Blytheville,"2100 block of West McHaney",1,0,N/A
"December 28, 2016",Georgia,Valdosta,"1000 block of Cherry Creek Drive",1,0,N/A
"December 28, 2016",Maine,Sanford,"Brunell Avenue",1,0,N/A
"December 28, 2016",Mississippi,Greenwood,"Main Street",1,0,N/A
"December 28, 2016",California,Fontana,"7200 block of N. Heritage Circle",2,0,N/A
"December 28, 2016",California,"Los Angeles","4600 block of West Olympic Boulevard",1,0,N/A
"December 28, 2016",Arkansas,Jonesboro,"200 block of Miller Street",2,0,N/A
"December 28, 2016",Louisiana,Ruston,"808 Greenwood Drive",1,0,N/A
"December 28, 2016",Michigan,Clarkston,"9000 block of Bridge Lake Road",1,0,N/A
"December 28, 2016",Alabama,Huntsville,"Blue Spring Road and Mastin Lake Road",1,0,N/A
"December 28, 2016",Georgia,Augusta,"319 Barbara Road",1,0,N/A
"December 28, 2016",Louisiana,Hammond,"54 Whitmar Drive",1,0,N/A
"December 28, 2016",Texas,"San Antonio","5300 block of Rigsby Avenue",1,0,N/A
"December 28, 2016",Illinois,Chicago,"100 block of North Central",1,0,N/A
"December 28, 2016",Georgia,Waynesboro,"Middleground Road",1,0,N/A
"December 28, 2016",Missouri,"Saint Louis","1800 block of Warren St",1,0,N/A
"December 28, 2016",Arkansas,"Little Rock","1221 Reservoir Road",1,0,N/A
"December 28, 2016",Illinois,"Morton Grove","8900 block of Meade Avenue",2,0,N/A
"December 28, 2016",Arkansas,"Van Buren","North 13th Street",1,0,N/A
"December 28, 2016",California,"Pittsburg (Bay Point)","2279 Willow Pass Rd",1,0,N/A
"December 28, 2016",Texas,"San Antonio","100 block of DaFoste Avenue",1,0,N/A
"December 28, 2016",Texas,"San Antonio","135 Dafoste",1,0,N/A
"December 28, 2016",Texas,Arlington,"3500 Block of Wakefield Circle",1,0,N/A
"December 28, 2016",Texas,"San Antonio","5311 Us Highway 87 E",1,0,N/A
"December 28, 2016",Pennsylvania,Philadelphia,"3709-25 N Broad Street",1,0,N/A
"December 28, 2016",California,"Los Angeles","Monte Vista Street and North Ave 56",1,0,N/A
"December 28, 2016",Pennsylvania,Philadelphia,"1300 block of West Butler Street",1,0,N/A
"December 28, 2016",Tennessee,"Spring Hill","1107 Weaver Farm Lane",1,0,N/A
"December 27, 2016",Utah,"Salt Lake City","291 E. Browning Ave",1,0,N/A
"December 27, 2016",Massachusetts,"New Bedford","51 Tallman Street",1,0,N/A
"December 27, 2016",Ohio,Cleveland,"4133 Lorain Ave",1,0,N/A
"December 27, 2016",Kentucky,"La Grange (Lagrange)","2605 KY 146",1,0,N/A
"December 27, 2016",Texas,Campbellton,N/A,1,0,N/A
"December 27, 2016",Illinois,"Riverside (North Riverside)","2208 S. Harlem Ave",1,0,N/A
"December 27, 2016",Missouri,"Kansas City","500 block of Booth Avenue",1,2,N/A
"December 27, 2016",California,Oakland,"89th Avenue",1,0,N/A
"December 27, 2016",California,Modesto,"California Avenue",1,0,N/A
"December 27, 2016",Illinois,Cicero,"4816 W 16th St",1,0,N/A
"December 27, 2016",Illinois,Rockford,"Central Ave and Preston St",1,1,N/A
"December 27, 2016",Illinois,Chicago,"6400 block of South King Drive",1,0,N/A
"December 27, 2016",Illinois,Elgin,"1600 block of Maple Lane",1,0,N/A
"December 27, 2016",Kentucky,Frankfort,"Schenkel Lane",1,0,N/A
"December 27, 2016",Wisconsin,Milwaukee,"W. Oklahoma Ave and S. 68th St",1,0,N/A
"December 27, 2016",Wisconsin,Milwaukee,"63rd and Euclid",1,1,N/A
"December 27, 2016",Michigan,Flint,"2600 block of Judy Court",1,0,N/A
"December 27, 2016",Texas,Eustace,"Beach Road",1,0,N/A
"December 27, 2016",Michigan,Marshall,"20-Mile Rd and N-Drive N",1,0,N/A
"December 27, 2016",Georgia,Woodstock,"Highway 92",1,0,N/A
"December 27, 2016",Alabama,Birmingham,"1st Avenue North at 68th Street North",1,0,N/A
"December 27, 2016",Alabama,"Bessemer (Hueytown)","500 block of Carver Avenue",1,0,N/A
"December 27, 2016",California,"Grass Valley","13000 block of Brookview Drive",1,0,N/A
"December 27, 2016",Pennsylvania,Philadelphia,"2300 block of West Atlantic Street",1,0,N/A
"December 27, 2016",Indiana,Elkhart,"25908 San Lu Rae Drive",1,0,N/A
"December 27, 2016","New Jersey",Willingboro,"Genesee Ln",1,0,N/A
"December 27, 2016","District of Columbia",Washington,"800 block of Xenia Street SE",1,0,N/A
"December 27, 2016",Tennessee,Whiteside,"Highway 134",1,0,N/A
"December 27, 2016",Pennsylvania,Philadelphia,"500 West Walnut Lane",1,0,N/A
"December 27, 2016",Colorado,"Colorado Springs","4143 Diamond Ridge View",1,0,N/A
"December 27, 2016",Kentucky,Louisa,"128 Aspen Drive",1,0,N/A
"December 27, 2016",Texas,Pearland,"2414 County Road 90",1,0,N/A
"December 27, 2016",Georgia,Cartersville,"2471 Highway 411",1,0,N/A
"December 27, 2016",Pennsylvania,Pittsburgh,"200 block of Shetland Avenue",1,0,N/A
"December 27, 2016",Kansas,Liberal,"Krause Court",1,1,N/A
"December 27, 2016","South Dakota",Kyle,N/A,1,0,N/A
"December 27, 2016",Nevada,"Las Vegas","4900 block of Duneville Street",1,0,N/A
"December 26, 2016",Ohio,Akron,"1000 block of Ericsson Avenue",1,0,N/A
"December 26, 2016",Georgia,Mableton,"1127 Veterans Memorial Hwy SW",1,0,N/A
"December 26, 2016","North Carolina",Mebane,"1228 S. 5th Street",1,0,N/A
"December 26, 2016",Ohio,Cleveland,"East 113th St",1,0,N/A
"December 26, 2016","New Jersey",Plainfield,"600 block of East Third Street",1,1,N/A
"December 26, 2016",Oklahoma,Okmulgee,"800 North Wilson St",1,0,N/A
"December 26, 2016",Texas,Houston,"6759 Madden Lane",1,0,N/A
"December 26, 2016","New York","Staten Island","180 Broad Street",1,0,N/A
"December 26, 2016",Ohio,Columbus,"1000 block of Caldwell Place",1,0,N/A
"December 26, 2016",Maryland,Salisbury,"700 block of Baker St",1,1,N/A
"December 26, 2016",Kansas,Topeka,"500 block of SW Clay St",1,0,N/A
"December 26, 2016",Indiana,"East Chicago","Alexander Street and Chicago Avenue",1,0,N/A
"December 26, 2016","District of Columbia",Washington,"200 block of Cedar Street, NW",1,0,N/A
"December 26, 2016",California,"Valley Springs","9000 block of Scenic Valley Drive",1,0,N/A
"December 26, 2016",Texas,Dallas,"4707 S. Central Expressway",1,0,N/A
"December 26, 2016",Kentucky,Louisville,"2417 W. Broadway",1,1,N/A
"December 26, 2016",Ohio,Cincinnati,"12th and Main",1,0,N/A
"December 26, 2016",Florida,Bradenton,"5917 15th St E",1,0,N/A
"December 26, 2016",Texas,"Brazos (county)","Texas 21 and OSR",1,0,N/A
"December 26, 2016",Wisconsin,Milwaukee,"3800 block of North 41st Street",1,0,N/A
"December 26, 2016",Michigan,"Mount Clemens","100 block of South Main Street",1,0,N/A
"December 26, 2016",Louisiana,"New Orleans","7900 block of Lamb Street",1,0,N/A
"December 26, 2016","South Carolina",Andrews,"1358 Mount Pleasant Dr",1,0,N/A
"December 26, 2016","New Jersey",Newark,"Martin Luther King Boulevard",1,0,N/A
"December 26, 2016",Illinois,Chicago,"4400 block of South Hermitage",1,0,N/A
"December 26, 2016",Georgia,Augusta,"4H Club Road",1,0,N/A
"December 26, 2016",Mississippi,Greenwood,"1000 block of Roosevelt Avenue",1,0,N/A
"December 26, 2016",Georgia,Atlanta,"1935 Alison Ct SW",1,0,N/A
"December 26, 2016",Georgia,Wrens,"Green Meadows Ct.",1,0,N/A
"December 26, 2016",Wisconsin,Milwaukee,"39th and Michigan",1,0,N/A
"December 26, 2016",California,Oakland,"2600 block of Humboldt Avenue",1,0,N/A
"December 26, 2016","West Virginia",Princeton,"110 Erica Lane",1,0,N/A
"December 26, 2016","New Jersey",Orange,"171 Main Street",1,0,N/A
"December 26, 2016",Missouri,"Saint Louis","4400 block of Lexington Ave",1,0,N/A
"December 26, 2016",Alabama,Madison,"11396 County Line Road",1,0,N/A
"December 26, 2016",Texas,Magnolia,"27400 block of Aberdeen Drive",1,0,N/A
"December 26, 2016",California,"San Bernardino","1900 block of East 19th Street",1,0,N/A
"December 26, 2016",Oregon,Bonanza,"7000 Block of East Langell Valley Road",1,0,N/A
"December 26, 2016",Texas,Crosby,"FM 1942",1,0,N/A
"December 26, 2016",Texas,"Balch Springs","3212 Balch Springs Road",1,0,N/A
"December 26, 2016",Oklahoma,"Oklahoma City","7000 block of NW 90th St",1,1,N/A
"December 26, 2016",California,Bakersfield,"1107 E. Planz Rd",1,0,N/A
"December 26, 2016",Pennsylvania,"Glen Rock","Baltimore Street",1,0,N/A
"December 26, 2016","South Carolina",Anderson,"605 Murphy Rd",1,0,N/A
"December 26, 2016",California,Sacramento,"43rd Avenue and Franklin Boulevard",1,0,N/A
"December 26, 2016",California,Modesto,"California Avenue and Carpenter Road",1,0,N/A
"December 26, 2016",Iowa,"Fort Dodge",N/A,1,0,N/A
"December 26, 2016",Texas,Houston,"680 West Sam Houston Parkway South",1,0,N/A
"December 25, 2016",Michigan,Detroit,"12200 block of Harper",1,0,N/A
"December 25, 2016",Maryland,"Halethorpe (Lansdowne)","300 block of Bigley Ave",1,0,N/A
"December 25, 2016",Alabama,Moundville,N/A,2,0,N/A
"December 25, 2016",Kansas,"Kansas City","2000 block of 56th Terrace",1,0,N/A
"December 25, 2016",Oregon,"Portland (King City)","11950 SW King James Place",2,1,N/A
"December 25, 2016",Florida,Middleburg,"Calendula Avenue and Cosmos Avenue",1,0,N/A
"December 25, 2016",Kentucky,Louisville,"1900 block of West Main Street",1,0,N/A
"December 25, 2016","South Carolina",Loris,"Kennedy Street",1,0,N/A
"December 25, 2016","District of Columbia",Washington,"3200 Block of Walnut St",1,0,N/A
"December 25, 2016",Texas,Humble,"2754 Longleaf Pines Ln",1,0,N/A
"December 25, 2016",Hawaii,Honolulu,"1450 Ala Moana Blvd",1,0,N/A
"December 25, 2016",Florida,Jacksonville,"7557 Arlington Expressway",1,0,N/A
"December 25, 2016",Florida,"Fort Lauderdale (Dania Beach)","200 NW Sixth St",1,0,N/A
"December 25, 2016",California,"San Juan Capistrano","25000 block of Avenida Cabrillo",1,0,N/A
"December 25, 2016",Tennessee,Nashville,"1428 Elm Hill Pike",1,0,N/A
"December 25, 2016",Ohio,"Franklin (Carlisle)","5100 block of Montgomery Avenue",1,0,N/A
"December 25, 2016",California,"Palm Desert","43400 block of Illinois Avenue",1,0,N/A
"December 25, 2016","New York",Brooklyn,"1083 Utica Ave",1,0,N/A
"December 25, 2016",Louisiana,"Lake Arthur","500 block of New Orleans Avenue",1,0,N/A
"December 25, 2016",Texas,Cuero,"201 E. Cleveland St.",1,0,N/A
"December 25, 2016",Florida,"Lake City","596 SE St Johns St",1,0,N/A
"December 25, 2016",Florida,"Fort Myers","4827 Nottingham Dr",1,0,N/A
"December 25, 2016",Maryland,Baltimore,"2000 block of Bank Street",1,0,N/A
"December 25, 2016",Maryland,Baltimore,"100 block of N. Montford Ave.",1,0,N/A
"December 25, 2016",Alabama,Selma,"800 block of Laredo Court",1,0,N/A
"December 25, 2016",Florida,Miami,"500 NW 177th Avenue",1,0,N/A
"December 25, 2016",Indiana,Gary,"800 block of Arthur Street",1,0,N/A
"December 25, 2016","North Carolina",Charlotte,"900 block of North Wendover Road",1,0,N/A
"December 25, 2016",Arkansas,Desha,"Jamestown Road",1,0,N/A
"December 25, 2016",Illinois,Chicago,"2800 block of East 79th Street",1,0,N/A
"December 25, 2016",California,Inglewood,"10800 block of Redfern Avenue",1,0,N/A
"December 25, 2016","New Jersey",Newark,"Parker St",1,0,N/A
"December 25, 2016",Tennessee,"Henderson (county)","6000 block of Middleburg Road",1,0,N/A
"December 25, 2016",Montana,"Great Falls","1200 block of 26th Ave SW",1,0,N/A
"December 25, 2016",Texas,Houston,"200 Dominion Park",1,0,N/A
"December 25, 2016",Texas,"Mission Bend","8200 Block of Malin Court",1,0,N/A
"December 25, 2016",Illinois,Chicago,"8600 block of South Maryland Avenue",3,4,N/A
"December 25, 2016","New York","Mount Vernon","4 North 3rd Avenue",1,5,N/A
"December 25, 2016",Illinois,Chicago,"5300 block of South Francisco",1,0,N/A
"December 25, 2016",Illinois,Chicago,"2600 block of East 76th Street",1,0,N/A
"December 25, 2016",Illinois,Chicago,"4400 block of Chicago Avenue",1,0,N/A
"December 25, 2016",Illinois,Chicago,"1100 block of West 112th Place",1,0,N/A
"December 24, 2016",California,Visalia,"Road 71 and Woodbine Street",1,0,N/A
"December 24, 2016",Texas,Katy,N/A,1,0,N/A
"December 24, 2016",Texas,Houston,"5922 Beaconridge Drive",1,0,N/A
"December 24, 2016",Florida,"Lake Wales","7342 Hastings Road",1,0,N/A
"December 24, 2016",Texas,Houston,"4200 Block of Phlox Street",1,0,N/A
"December 24, 2016",Louisiana,Plaquemine,N/A,1,0,N/A
"December 24, 2016","West Virginia",Bishop,N/A,1,0,N/A
"December 24, 2016",California,"Pico Rivera","3400 block of Greenglade Avenue",1,0,N/A
"December 24, 2016",Alabama,Gadsden,"1100 block of Jacksonville Court",2,0,N/A
"December 24, 2016",Iowa,Allison,N/A,1,0,N/A
"December 24, 2016","North Carolina",Durham,"2819 Rochelle Street",1,0,N/A
"December 24, 2016",Texas,Dallas,"2100 block of Amherst Avenue",1,0,N/A
"December 24, 2016","North Carolina","Elizabeth City","E Ward St and Chesson St",1,0,N/A
"December 24, 2016","North Carolina",Durham,"3004 Ivy Wood Lane",1,1,N/A
"December 24, 2016","North Carolina","Winston Salem (Winston-Salem)","1020 Nancy Lane",1,1,N/A
"December 24, 2016",Utah,"American Fork","312 NW State St",1,1,N/A
"December 24, 2016",Ohio,Toledo,"309 Crittenden Ave",1,0,N/A
"December 24, 2016",California,Fresno,"Highway 180 west",1,0,N/A
"December 24, 2016",Louisiana,Raceland,"100 block of Brocato Lane",1,0,N/A
"December 24, 2016",Ohio,Columbus,"5000 block of Brinwood Place",1,0,N/A
"December 24, 2016",Connecticut,Bridgeport,"323 North Avenue",1,0,N/A
"December 24, 2016",Arkansas,"Little Rock","500 block of Sherman Street",1,0,N/A
"December 24, 2016",Wisconsin,Milwaukee,"3300 block of N. 15th St",1,0,N/A
"December 24, 2016",Louisiana,"New Orleans","3100 block of Somerset Drive",1,1,N/A
"December 24, 2016","North Carolina",Reidsville,"247 Brooks Road",1,0,N/A
"December 24, 2016",Louisiana,Harvey,"1000 block of Brown Avenue",1,0,N/A
"December 24, 2016","North Carolina",Greensboro,"1700 block of Luray Dr",1,0,N/A
"December 24, 2016",Florida,"Apollo Beach","517 Flame Tree Circle",1,0,N/A
"December 24, 2016",Illinois,Chicago,"3000 block of West 38th",1,0,N/A
"December 24, 2016",Arizona,"Golden Valley","3300 block of North Aztec Drive",1,0,N/A
"December 24, 2016",Tennessee,Memphis,"Park Ave and Pendleton Street",1,1,N/A
"December 24, 2016",Virginia,"Newport News","1700 block of Ivy Avenue",1,0,N/A
"December 24, 2016",Georgia,"Dekalb (county)","Sharonton Way",1,0,N/A
"December 24, 2016",Arkansas,Camden,"400 block of Salem Street",1,0,N/A
"December 24, 2016",Texas,"Hays (county)",N/A,1,0,N/A
"December 24, 2016",Georgia,Atlanta,"800 block of Martin Luther King Jr Dr SW",1,0,N/A
"December 24, 2016",Alaska,Anchorage,"4100 block of Peterkin Avenue",2,1,N/A
"December 24, 2016",Kansas,"Kansas City","I-70 and N Third Street",2,1,N/A
"December 24, 2016","North Carolina",Reidsville,"159 Northfork Dr",1,0,N/A
"December 24, 2016",Pennsylvania,Harrisburg,"5th Street and Emerald Street",1,0,N/A
